Taxon,Family,Subfamily,Clade,Constraint,Scientific Name,Data,Genes,Length
Anura,Mantellidae,Mantellinae,Mantellinae,Spinomantis,Spinomantis fimbriatus,1,1,459
Anura,Mantellidae,Mantellinae,Mantellinae,Spinomantis,Spinomantis guibei,1,3,1275
Anura,Mantellidae,Mantellinae,Mantellinae,Spinomantis,Spinomantis massi,0,0,0
Anura,Mantellidae,Mantellinae,Mantellinae,Spinomantis,Spinomantis microtis,1,5,5059
Anura,Mantellidae,Mantellinae,Mantellinae,Spinomantis,Spinomantis nussbaumi,0,0,0
Anura,Mantellidae,Mantellinae,Mantellinae,Spinomantis,Spinomantis peraccae,1,6,3218
Anura,Mantellidae,Mantellinae,Mantellinae,Spinomantis,Spinomantis phantasticus,1,1,527
Anura,Mantellidae,Mantellinae,Mantellinae,Spinomantis,Spinomantis tavaratra,1,1,500
Anura,Mantellidae,Mantellinae,Mantellinae,Tsingymantis,Tsingymantis antitra,1,6,3643
Anura,Mantellidae,Mantellinae,Mantellinae,Wakea,Wakea madinika,1,6,3793
Anura,Megophryidae,Megophryinae,Megophryinae,Borneophrys,Borneophrys edwardinae,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Brachytarsophrys,Brachytarsophrys carinense,1,5,4416
Anura,Megophryidae,Megophryinae,Megophryinae,Brachytarsophrys,Brachytarsophrys chuannanensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Brachytarsophrys,Brachytarsophrys feae,1,6,5158
Anura,Megophryidae,Megophryinae,Megophryinae,Brachytarsophrys,Brachytarsophrys intermedia,1,1,527
Anura,Megophryidae,Megophryinae,Megophryinae,Brachytarsophrys,Brachytarsophrys platyparietus,1,2,707
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachella,Leptobrachella baluensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachella,Leptobrachella brevicrus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachella,Leptobrachella mjobergi,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachella,Leptobrachella natunae,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachella,Leptobrachella palmata,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachella,Leptobrachella parva,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachella,Leptobrachella serasanae,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium abbotti,1,2,2257
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium ailaonicum,1,5,4621
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium banae,1,4,3510
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium bompu,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium boringii,1,5,4179
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium buchardi,1,1,550
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium chapaense,1,8,6841
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium guangxiense,1,2,1433
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium gunungense,1,2,859
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium hainanense,1,5,4616
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium hasseltii,1,9,6547
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium hendricksoni,1,2,2261
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium huashen,1,2,1625
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium ingeri,1,2,1699
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium kanowitense,1,2,1685
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium leishanense,1,5,4954
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium leucops,1,1,546
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium liui,1,5,3822
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium lumadorum,1,1,534
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium mangyanorum,1,1,784
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium montanum,1,8,6604
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium mouhoti,1,4,3515
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium ngoclinhense,1,4,3517
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium nigrops,1,4,4236
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium nokrekensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium promustache,1,5,4622
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium pullum,1,2,2262
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium rakhinensis,1,1,532
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium smithi,1,5,4520
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium tagbanorum,1,1,812
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium waysepuntiense,1,1,1321
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium xanthops,1,1,551
Anura,Megophryidae,Megophryinae,Megophryinae,Leptobrachium,Leptobrachium xanthospilum,1,4,3847
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax aereus,1,1,496
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax alpinus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax applebyi,1,1,536
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax arayai,1,7,5475
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax bidoupensis,1,1,537
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax botsfordi,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax bourreti,1,4,2386
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax croceus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax dringi,1,2,1434
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax eos,1,1,490
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax firthi,1,1,544
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax fritinniens,1,2,1668
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax fuliginosus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax gracilis,1,2,1736
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax hamidi,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax heteropus,1,2,2269
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax kajangensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax kecil,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax khasiorum,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax lateralis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax liui,1,4,3457
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax maurus,1,2,1804
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax melanoleucus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax melicus,1,1,537
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax minimus,1,1,495
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax nahangensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax nyx,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax oshanensis,1,5,4357
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax pelodytoides,1,4,3071
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax pictus,1,2,868
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax platycephalus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax pluvialis,1,1,495
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax sabahmontanus,1,2,1850
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax solus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax sungi,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax tamdil,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax tuberosus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax ventripunctatus,1,1,481
Anura,Megophryidae,Megophryinae,Megophryinae,Leptolalax,Leptolalax zhangyapingi,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Megophrys,Megophrys ancrae,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Megophrys,Megophrys kobayashii,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Megophrys,Megophrys ligayae,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Megophrys,Megophrys megacephala,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Megophrys,Megophrys montana,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Megophrys,Megophrys nasuta,1,9,6661
Anura,Megophryidae,Megophryinae,Megophryinae,Megophrys,Megophrys oropedion,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Megophrys,Megophrys stejnegeri,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Megophrys,Megophrys vegrandis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Ophryophryne,Ophryophryne gerti,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Ophryophryne,Ophryophryne hansi,1,6,3861
Anura,Megophryidae,Megophryinae,Megophryinae,Ophryophryne,Ophryophryne microstoma,1,6,3626
Anura,Megophryidae,Megophryinae,Megophryinae,Ophryophryne,Ophryophryne pachyproctus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Ophryophryne,Ophryophryne synoria,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax chuanbeiensis,1,3,2882
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax granulosus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax jingdongensis,1,5,4956
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax liangbeiensis,1,3,2899
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax lichuanensis,1,5,3823
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax major,1,2,1787
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax multipunctatus,1,3,2917
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax nanjiangensis,1,2,1790
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax omeimontis,1,4,4035
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax pingii,1,3,2738
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax popei,1,3,2721
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax puxiongensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax rhodostigmatus,1,4,3219
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax rugosus,1,2,1803
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax schmidti,1,3,2717
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax weigoldi,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Oreolalax,Oreolalax xiangchengensis,1,3,2920
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger adungensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger bhutanensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger boulengeri,1,4,3949
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger brevipes,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger chintingensis,1,4,3040
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger glandulatus,1,4,3708
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger gongshanensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger jiulongensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger liupanensis,1,1,947
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger maculatus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger mammatus,1,4,3940
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger muliensis,1,3,2920
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger nepalensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger ningshanensis,1,1,1009
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger nyingchiensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger pingwuensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger sikimmensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger tuberculatus,1,4,3939
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger wanglangensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Scutiger,Scutiger wuguanfui,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Vibrissaphora,Vibrissaphora echinata,1,3,1999
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys aceras,1,1,804
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys auralensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys baluensis,1,2,859
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys baolongensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys binchuanensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys binlingensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys boettgeri,1,1,406
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys brachykolos,1,1,406
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys caudoprocta,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys damrei,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys daweimontis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys dringi,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys gigantica,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys glandulosa,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys huangshanensis,1,1,406
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys jingdongensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys jinggangensis,1,1,406
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys kempii,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys kuatunensis,1,1,404
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys lekaguli,1,1,704
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys longipes,1,1,1293
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys major,1,4,2659
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys mangshanensis,1,1,403
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys medogensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys minor,1,2,707
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys nankiangensis,1,4,3230
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys omeimontis,1,4,2287
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys pachyproctus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys palpebralespinosa,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys parallela,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys parva,1,1,460
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys robusta,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys sangzhiensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys serchhipii,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys shapingensis,1,2,707
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys shuichengensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys spinata,1,2,708
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys takensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys tuberogranulatus,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys wawuensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys wuliangshanensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys wushanensis,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys zhangi,0,0,0
Anura,Megophryidae,Megophryinae,Megophryinae,Xenophrys,Xenophrys zunhebotoensis,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus alpestris,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus brevicrus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus brunhildae,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus darlingtoni,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus exclamitans,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus fafniri,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus gudrunae,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus gunnari,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus laurini,1,2,923
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus murritus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus pandanicolus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus rhenaurum,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus sanguinopictus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus siegfriedi,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus swanhildae,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus tuberculus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus valkuriarum,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Albericus,Albericus variegatus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Aphantophryne,Aphantophryne minuta,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Aphantophryne,Aphantophryne pansa,1,5,3320
Anura,Microhylidae,Asterophryninae,Asterophryninae,Aphantophryne,Aphantophryne sabini,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Asterophrys,Asterophrys leucopus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Asterophrys,Asterophrys turpicola,1,5,3487
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina adamantina,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina adelphe,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina aquilonia,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina archboldi,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina basipalmata,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina blumi,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina brevipes,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina derongo,1,4,2218
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina fryi,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina gracilipes,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina guttata,1,2,945
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina hooglandi,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina kosarek,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina macrorhyncha,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina mehelyi,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina minutissima,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina novaebritanniae,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina palmipes,1,4,1934
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina parkeri,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina pluvialis,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina polysticta,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina rivularis,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina robusta,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina septentrionalis,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Austrochaperina,Austrochaperina yelaensis,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Barygenys,Barygenys apodasta,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Barygenys,Barygenys atra,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Barygenys,Barygenys cheesmanae,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Barygenys,Barygenys exsul,1,2,856
Anura,Microhylidae,Asterophryninae,Asterophryninae,Barygenys,Barygenys flavigularis,1,7,5624
Anura,Microhylidae,Asterophryninae,Asterophryninae,Barygenys,Barygenys maculata,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Barygenys,Barygenys nana,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Barygenys,Barygenys parvula,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Barygenys,Barygenys resima,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops boettgeri,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops comptus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops doriae,1,4,1810
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops dubius,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops eremnosphax,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops fojaensis,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops fuscus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops glandulosus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops humicola,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops kopsteini,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops marmoratus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops mediodiscus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops microtis,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops omnistriatus,1,2,932
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops personatus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops robustus,1,4,2214
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops sagittatus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops stictogaster,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops valvifer,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Callulops,Callulops wilhelmanus,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Choerophryne,Choerophryne allisoni,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Choerophryne,Choerophryne amomani,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Choerophryne,Choerophryne arndtorum,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Choerophryne,Choerophryne bryonopsis,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Choerophryne,Choerophryne burtoni,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Choerophryne,Choerophryne gracilirostris,1,1,636
Anura,Microhylidae,Asterophryninae,Asterophryninae,Choerophryne,Choerophryne longirostris,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Choerophryne,Choerophryne microps,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Choerophryne,Choerophryne nigrescens,0,0,0
Anura,Microhylidae,Asterophryninae,Asterophryninae,Choerophryne,Choerophryne proboscidea,1,4,1824
